split,case_name,slice_idx,height,width,mask_pixels,mask_ratio,bbox_h,bbox_w,largest_cc_area,top2_cc_sum,fill_ratio,upper_pixels,lower_pixels
train,coronacases_006.nii.gz,40,512,512,8112,0.03094482421875,335,89,5193,8112,0.27207781317215907,2919,5193
train,coronacases_006.nii.gz,41,512,512,8408,0.032073974609375,333,92,5462,8408,0.27444836139592477,2946,5462
train,coronacases_006.nii.gz,42,512,512,8908,0.0339813232421875,339,101,5763,8908,0.26017114985074996,3145,5763
train,coronacases_006.nii.gz,46,512,512,12237,0.046680450439453125,351,226,7738,12007,0.1542621586849928,4269,7968
train,coronacases_006.nii.gz,47,512,512,13380,0.0510406494140625,347,232,8238,13005,0.16620292159189354,4767,8613
train,coronacases_006.nii.gz,48,512,512,13794,0.05261993408203125,347,234,8587,13364,0.16988103155040912,4777,9017
train,coronacases_006.nii.gz,49,512,512,14713,0.056125640869140625,351,237,9695,14713,0.17686657770833344,5018,9695
train,coronacases_006.nii.gz,50,512,512,15699,0.059886932373046875,347,238,10351,15699,0.19009275179582386,5348,10351
train,coronacases_006.nii.gz,51,512,512,16593,0.06329727172851562,347,238,11001,16593,0.20091783110695619,5592,11001
train,coronacases_006.nii.gz,52,512,512,17578,0.06705474853515625,348,241,11762,17578,0.20959126245755724,5816,11762
train,coronacases_006.nii.gz,53,512,512,18977,0.07239151000976562,347,241,12563,18977,0.22692431869818452,6414,12563
train,coronacases_006.nii.gz,54,512,512,19788,0.0754852294921875,348,241,13388,19788,0.23594219487485166,6400,13388
train,coronacases_006.nii.gz,55,512,512,20725,0.07905960083007812,348,243,14113,20725,0.24508064897302542,6612,14113
train,coronacases_006.nii.gz,56,512,512,21914,0.08359527587890625,350,243,14999,21914,0.2576601998793926,6915,14999
train,coronacases_006.nii.gz,57,512,512,22772,0.0868682861328125,350,243,15470,22772,0.26774838330079076,7302,15470
train,coronacases_006.nii.gz,58,512,512,24204,0.0923309326171875,350,243,16589,24204,0.28458553791552516,7615,16589
train,coronacases_006.nii.gz,59,512,512,24862,0.09484100341796875,350,243,16997,24862,0.2923221634298375,7865,16997
train,coronacases_006.nii.gz,60,512,512,26387,0.10065841674804688,348,247,17903,26193,0.30698264227852645,8484,17903
train,coronacases_006.nii.gz,61,512,512,28001,0.10681533813476562,351,247,19089,27777,0.3229754201376867,8912,19089
train,coronacases_006.nii.gz,62,512,512,28951,0.11043930053710938,349,251,19658,28655,0.3304946403460029,9293,19658
train,coronacases_006.nii.gz,63,512,512,30369,0.11584854125976562,347,251,20273,29863,0.3486802071213856,10096,20273
train,coronacases_006.nii.gz,64,512,512,32032,0.1221923828125,347,250,21394,31349,0.3692449567680779,10638,21394
train,coronacases_006.nii.gz,65,512,512,32793,0.12509536743164062,347,251,21701,32008,0.37651124607763176,11092,21701
train,coronacases_006.nii.gz,66,512,512,33950,0.12950897216796875,348,251,22131,32918,0.3886751843157408,11819,22131
train,coronacases_006.nii.gz,67,512,512,34624,0.132080078125,348,252,22176,34624,0.39481846377947893,12448,22176
train,coronacases_006.nii.gz,68,512,512,35465,0.13528823852539062,348,252,22127,35465,0.40440841086931667,13338,22127
train,coronacases_006.nii.gz,69,512,512,35910,0.13698577880859375,348,252,21952,35910,0.40948275861602035,13957,21953
train,coronacases_006.nii.gz,70,512,512,36554,0.13944244384765625,350,253,21791,36554,0.41280632410601015,14758,21796
train,coronacases_006.nii.gz,71,512,512,37460,0.1428985595703125,348,252,21723,37460,0.42715745301465113,15731,21729
train,coronacases_006.nii.gz,72,512,512,37930,0.14469146728515625,346,252,21522,37930,0.43501697402932593,16402,21528
train,coronacases_006.nii.gz,73,512,512,38380,0.1464080810546875,346,252,21063,38380,0.4401779979764178,17310,21070
train,coronacases_006.nii.gz,74,512,512,39177,0.14944839477539062,345,252,20825,39177,0.45062111800723925,18345,20832
train,coronacases_006.nii.gz,75,512,512,39271,0.14980697631835938,345,252,20390,39271,0.4517023234362583,18881,20390
train,coronacases_006.nii.gz,76,512,512,40417,0.15417861938476562,345,252,20251,40417,0.46488382792195904,20166,20251
train,coronacases_006.nii.gz,77,512,512,40791,0.15560531616210938,343,249,20790,40791,0.47760722188488525,20790,20001
train,coronacases_006.nii.gz,78,512,512,42136,0.160736083984375,343,249,22166,42136,0.49335534557479654,22166,19970
train,coronacases_006.nii.gz,79,512,512,42848,0.1634521484375,343,249,22882,42848,0.5016918987846232,22882,19966
train,coronacases_006.nii.gz,80,512,512,43570,0.16620635986328125,341,249,23943,43570,0.5131375943596894,23943,19627
train,coronacases_006.nii.gz,81,512,512,45095,0.17202377319335938,340,249,25510,45095,0.5326600519663045,25510,19585
train,coronacases_006.nii.gz,82,512,512,46048,0.1756591796875,340,249,26414,46048,0.5439168438395474,26414,19634
train,coronacases_006.nii.gz,83,512,512,46890,0.17887115478515625,339,248,27473,46890,0.5577362260852873,27473,19417
train,coronacases_006.nii.gz,84,512,512,47434,0.18094635009765625,338,248,28237,47434,0.5658761213904625,28237,19197
train,coronacases_006.nii.gz,85,512,512,47916,0.1827850341796875,338,248,28728,47916,0.5716262645474849,28728,19188
train,coronacases_006.nii.gz,86,512,512,48537,0.18515396118164062,338,248,29324,48537,0.5790346440091259,29324,19213
train,coronacases_006.nii.gz,87,512,512,47481,0.18112564086914062,338,248,28726,47481,0.5664368199970601,28726,18755
train,coronacases_006.nii.gz,88,512,512,47397,0.18080520629882812,338,248,28701,47397,0.5654347203597367,28701,18696
train,coronacases_006.nii.gz,89,512,512,47215,0.18011093139648438,337,248,28541,47215,0.5649349095366502,28541,18674
train,coronacases_006.nii.gz,90,512,512,46814,0.17858123779296875,337,248,28221,46814,0.5601368813946571,28221,18593
train,coronacases_006.nii.gz,91,512,512,46601,0.17776870727539062,335,248,28096,46601,0.5609171882455355,28096,18505
train,coronacases_006.nii.gz,92,512,512,46616,0.177825927734375,335,249,28090,46616,0.5588443325473975,28090,18526
train,coronacases_006.nii.gz,93,512,512,46365,0.17686843872070312,335,249,27866,46365,0.5558352814175408,27866,18499
train,coronacases_006.nii.gz,94,512,512,46109,0.17589187622070312,334,246,27717,46109,0.561182513015905,27717,18392
train,coronacases_006.nii.gz,95,512,512,46441,0.17715835571289062,334,245,27754,46441,0.5675302456242511,27754,18687
train,coronacases_006.nii.gz,96,512,512,47130,0.17978668212890625,334,244,27899,47130,0.5783105919237962,27899,19231
train,coronacases_006.nii.gz,97,512,512,46648,0.177947998046875,333,240,27535,46648,0.5836836836763803,27535,19113
train,coronacases_006.nii.gz,98,512,512,46283,0.17655563354492188,331,240,27322,46283,0.5826158106673891,27322,18961
train,coronacases_006.nii.gz,99,512,512,46152,0.176055908203125,331,240,27312,46152,0.580966767364288,27312,18840
train,coronacases_006.nii.gz,100,512,512,45581,0.17387771606445312,331,238,26712,45581,0.5786006245325015,26712,18869
train,coronacases_006.nii.gz,101,512,512,45272,0.172698974609375,329,238,26502,45272,0.5781716942022149,26502,18770
train,coronacases_006.nii.gz,102,512,512,45239,0.17257308959960938,329,238,26511,45239,0.5777502490284061,26511,18728
train,coronacases_006.nii.gz,103,512,512,44507,0.16978073120117188,328,235,25895,44507,0.5774130773147715,25895,18612
train,coronacases_006.nii.gz,104,512,512,44328,0.169097900390625,328,235,25801,44328,0.5750908147304737,25801,18527
train,coronacases_006.nii.gz,105,512,512,44331,0.16910934448242188,328,235,25735,44331,0.5751297353324452,25735,18596
train,coronacases_006.nii.gz,106,512,512,43651,0.16651535034179688,326,235,25178,43651,0.5697820127846264,25178,18473
train,coronacases_006.nii.gz,107,512,512,43787,0.16703414916992188,326,235,25018,43787,0.5715572379510305,25018,18769
train,coronacases_006.nii.gz,108,512,512,43753,0.16690444946289062,326,235,25059,43753,0.5711134316594294,25059,18694
train,coronacases_006.nii.gz,109,512,512,43750,0.16689300537109375,325,235,25019,43750,0.5728314238877534,25019,18731
train,coronacases_006.nii.gz,110,512,512,43878,0.16738128662109375,323,236,24817,43878,0.5756152594771526,24817,19061
train,coronacases_006.nii.gz,111,512,512,43914,0.16751861572265625,324,235,24839,43914,0.5767533490861998,24839,19075
train,coronacases_006.nii.gz,112,512,512,44119,0.16830062866210938,323,235,24985,44119,0.5812397075214909,24985,19134
train,coronacases_006.nii.gz,113,512,512,44446,0.16954803466796875,322,235,25125,44446,0.5873661953140299,25125,19321
train,coronacases_006.nii.gz,114,512,512,44582,0.17006683349609375,321,234,25062,44582,0.5935245094044583,25062,19520
train,coronacases_006.nii.gz,115,512,512,44706,0.17053985595703125,321,234,25106,44706,0.5951753334851669,25104,19602
train,coronacases_006.nii.gz,116,512,512,44587,0.17008590698242188,322,232,24952,44587,0.596848896972092,24945,19642
train,coronacases_006.nii.gz,117,512,512,44261,0.16884231567382812,321,231,24774,44261,0.5969036155871545,24767,19494
train,coronacases_006.nii.gz,118,512,512,44037,0.16798782348632812,319,231,24711,44037,0.5976061555917762,24704,19333
train,coronacases_006.nii.gz,119,512,512,43920,0.16754150390625,319,231,24560,43920,0.5960184016529466,24553,19367
train,coronacases_006.nii.gz,120,512,512,43439,0.16570663452148438,319,228,24304,43439,0.5972474289089088,24283,19156
train,coronacases_006.nii.gz,121,512,512,43466,0.16580963134765625,318,226,24203,43466,0.6048032503951022,24182,19284
train,coronacases_006.nii.gz,122,512,512,43760,0.16693115234375,318,226,24295,43760,0.6088940835892346,24273,19487
train,coronacases_006.nii.gz,123,512,512,43197,0.16478347778320312,317,226,24134,43197,0.6029563663688485,24087,19110
train,coronacases_006.nii.gz,124,512,512,43427,0.16566085815429688,317,224,24238,43427,0.6115789770080614,24192,19235
train,coronacases_006.nii.gz,125,512,512,43446,0.16573333740234375,317,224,24306,43446,0.6118465524925101,24249,19197
train,coronacases_006.nii.gz,126,512,512,43452,0.1657562255859375,316,222,24274,43452,0.6193978788827205,24161,19291
train,coronacases_006.nii.gz,127,512,512,43490,0.16590118408203125,315,221,24230,43490,0.624721683536239,24117,19373
train,coronacases_006.nii.gz,128,512,512,43312,0.16522216796875,314,221,24135,43312,0.6241461797760016,24013,19299
train,coronacases_006.nii.gz,129,512,512,43373,0.16545486450195312,314,221,24200,43373,0.6250252183095798,24060,19313
train,coronacases_006.nii.gz,130,512,512,43119,0.16448593139648438,314,218,23960,43119,0.6299158534355473,23808,19311
train,coronacases_006.nii.gz,131,512,512,42882,0.16358184814453125,313,218,23800,42882,0.6284550224136288,23652,19230
train,coronacases_006.nii.gz,132,512,512,42722,0.16297149658203125,313,218,23686,42722,0.6261101503557448,23541,19181
train,coronacases_006.nii.gz,133,512,512,42315,0.16141891479492188,311,217,23256,42315,0.6270096462929601,23090,19225
train,coronacases_006.nii.gz,134,512,512,42059,0.16044235229492188,309,216,23106,42059,0.6301540213258098,22942,19117
train,coronacases_006.nii.gz,135,512,512,42066,0.16046905517578125,309,216,23114,42066,0.6302588996669325,22942,19124
train,coronacases_006.nii.gz,136,512,512,41692,0.1590423583984375,307,214,22753,41692,0.6346007488715852,22571,19121
train,coronacases_006.nii.gz,137,512,512,41524,0.1584014892578125,307,213,22429,41524,0.6350109342167116,22256,19268
train,coronacases_006.nii.gz,138,512,512,41372,0.1578216552734375,306,212,22331,41372,0.6377481810235888,22164,19208
train,coronacases_006.nii.gz,139,512,512,41504,0.1583251953125,306,212,22342,41504,0.6397829571981782,22171,19333
train,coronacases_006.nii.gz,140,512,512,41202,0.15717315673828125,304,209,22185,41202,0.6484827499268371,22027,19175
train,coronacases_006.nii.gz,141,512,512,40860,0.1558685302734375,302,208,21962,40860,0.6504712175138425,21819,19041
train,coronacases_006.nii.gz,142,512,512,41075,0.15668869018554688,302,208,22022,41075,0.6538939123686021,21881,19194
train,coronacases_006.nii.gz,143,512,512,40317,0.15379714965820312,300,207,21583,40317,0.649227053129642,21461,18856
train,coronacases_006.nii.gz,144,512,512,39762,0.15167999267578125,297,204,21272,39762,0.6562685680224423,21180,18582
train,coronacases_006.nii.gz,145,512,512,39695,0.15142440795898438,297,204,21254,39695,0.6551627384852584,21162,18533
train,coronacases_006.nii.gz,146,512,512,40213,0.15340042114257812,297,201,20978,40213,0.6736184397763101,20902,19311
train,coronacases_006.nii.gz,147,512,512,39800,0.151824951171875,294,199,20724,39800,0.68027210883191,20663,19137
train,coronacases_006.nii.gz,148,512,512,39363,0.15015792846679688,292,198,20456,39363,0.6808322955465471,20419,18944
train,coronacases_006.nii.gz,149,512,512,39438,0.15044403076171875,292,197,20419,39438,0.6855921006764899,20382,19056
train,coronacases_006.nii.gz,150,512,512,38575,0.14715194702148438,290,192,19961,38575,0.6927981321714656,19935,18640
train,coronacases_006.nii.gz,151,512,512,37978,0.14487457275390625,288,191,19601,37978,0.6904086678175827,19595,18383
train,coronacases_006.nii.gz,152,512,512,38074,0.14524078369140625,288,191,19690,38074,0.6921538685156313,19684,18390
train,coronacases_006.nii.gz,153,512,512,37107,0.14155197143554688,286,187,19189,37107,0.6938222205472154,19184,17923
train,coronacases_006.nii.gz,154,512,512,36474,0.13913726806640625,284,186,18807,36474,0.6904815992599863,18807,17667
train,coronacases_006.nii.gz,155,512,512,36508,0.1392669677734375,284,186,18837,36508,0.691125246087174,18837,17671
train,coronacases_006.nii.gz,156,512,512,35509,0.13545608520507812,281,184,18259,35509,0.6867747176101119,18259,17250
train,coronacases_006.nii.gz,157,512,512,35037,0.13365554809570312,279,183,17853,35037,0.6862330336548126,17853,17184
train,coronacases_006.nii.gz,158,512,512,34330,0.13095855712890625,276,182,17479,34330,0.6834288899370237,17479,16851
train,coronacases_006.nii.gz,159,512,512,34324,0.1309356689453125,276,182,17472,34324,0.6833094441654063,17472,16852
train,coronacases_006.nii.gz,160,512,512,33045,0.12605667114257812,273,179,16648,33045,0.6762232181088215,16648,16397
train,coronacases_006.nii.gz,161,512,512,32268,0.1230926513671875,270,176,16249,32268,0.6790404040261144,16249,16019
train,coronacases_006.nii.gz,162,512,512,32235,0.12296676635742188,270,176,16216,32235,0.6783459595816846,16216,16019
train,coronacases_006.nii.gz,163,512,512,30691,0.11707687377929688,266,171,15405,30691,0.674735083307507,15286,15405
train,coronacases_006.nii.gz,164,512,512,29943,0.11422348022460938,263,170,15009,29943,0.669715947200409,14934,15009
train,coronacases_006.nii.gz,165,512,512,29695,0.11327743530273438,263,169,15009,29695,0.6680990842876212,14686,15009
train,coronacases_006.nii.gz,166,512,512,28370,0.10822296142578125,259,164,14313,28370,0.6679065825250046,14057,14313
train,coronacases_006.nii.gz,167,512,512,27436,0.1046600341796875,256,160,13912,27436,0.6698242187336468,13524,13912
train,coronacases_006.nii.gz,168,512,512,26793,0.10220718383789062,253,158,13585,26793,0.6702606694183654,13208,13585
train,coronacases_006.nii.gz,169,512,512,26230,0.10005950927734375,252,155,13462,26230,0.6715309779653986,12768,13462
train,coronacases_006.nii.gz,170,512,512,24761,0.09445571899414062,248,150,12658,24761,0.6656182795519995,12103,12658
train,coronacases_006.nii.gz,171,512,512,23976,0.091461181640625,244,148,12322,23976,0.6639344262111228,11654,12322
train,coronacases_006.nii.gz,172,512,512,23323,0.08897018432617188,244,147,12170,23323,0.6502453440211262,11153,12170
train,coronacases_006.nii.gz,173,512,512,21704,0.082794189453125,239,141,11322,21704,0.6440547197055089,10382,11322
train,coronacases_006.nii.gz,174,512,512,20621,0.07866287231445312,235,140,10871,20621,0.6267781154824688,9750,10871
train,coronacases_006.nii.gz,175,512,512,19444,0.0741729736328125,235,138,10642,19444,0.599568300937417,8802,10642
train,coronacases_006.nii.gz,176,512,512,17409,0.06641006469726562,229,135,9637,17409,0.5631246967309357,7772,9637
train,coronacases_006.nii.gz,177,512,512,15953,0.060855865478515625,226,131,9008,15953,0.5388434776552441,6945,9008
train,coronacases_006.nii.gz,178,512,512,15088,0.05755615234375,222,128,8499,15088,0.530968468449783,6589,8499
train,coronacases_006.nii.gz,179,512,512,13992,0.053375244140625,218,120,7808,13992,0.5348623853006551,6184,7808
train,coronacases_006.nii.gz,180,512,512,12199,0.046535491943359375,210,104,6763,12199,0.5585622710366959,5436,6763
train,coronacases_006.nii.gz,181,512,512,11487,0.043819427490234375,208,103,6455,11487,0.5361743838435318,5032,6455
train,coronacases_006.nii.gz,182,512,512,10537,0.040195465087890625,203,99,5922,10537,0.5243071104879182,4615,5922
train,coronacases_006.nii.gz,183,512,512,9081,0.034641265869140625,196,91,5253,9081,0.5091388203347645,3828,5253
train,coronacases_006.nii.gz,184,512,512,8546,0.03260040283203125,192,91,4993,8546,0.48912545784746303,3553,4993
train,coronacases_006.nii.gz,185,512,512,7653,0.029193878173828125,185,86,4559,7653,0.4810182274996217,3094,4559
train,coronacases_006.nii.gz,186,512,512,6608,0.02520751953125,178,81,4042,6608,0.4583159938647305,2566,4042
train,coronacases_006.nii.gz,187,512,512,5638,0.02150726318359375,169,76,3401,5638,0.4389598255653254,2237,3401
train,coronacases_006.nii.gz,188,512,512,5132,0.0195770263671875,166,75,3215,5132,0.4122088353082563,1917,3215
train,coronacases_006.nii.gz,189,512,512,4284,0.0163421630859375,159,70,2782,4284,0.38490566034277574,1502,2782
train,coronacases_006.nii.gz,190,512,512,3069,0.011707305908203125,148,61,2135,3069,0.339942401380157,934,2135
train,coronacases_006.nii.gz,191,512,512,2791,0.010646820068359375,146,59,1973,2791,0.324007429727884,818,1973
train,coronacases_006.nii.gz,192,512,512,2022,0.00771331787109375,135,52,1543,2022,0.2880341879931575,479,1543
train,radiopaedia_29_86490_1.nii.gz,14,630,630,24653,0.06211388259007307,457,276,15462,24653,0.19545396885647218,15462,9191
train,radiopaedia_29_86490_1.nii.gz,15,630,630,34952,0.08806248425296044,454,278,21548,34952,0.2769308782027309,21548,13404
train,radiopaedia_29_86490_1.nii.gz,16,630,630,43808,0.11037540942302847,451,277,26230,43808,0.35066879057088807,26230,17578
train,radiopaedia_29_86490_1.nii.gz,17,630,630,58146,0.14650037792894935,449,276,31516,58146,0.4692069332779026,31516,26630
train,radiopaedia_29_86490_1.nii.gz,18,630,630,61124,0.15400352733686068,449,275,35832,61124,0.49503138286701737,35832,25292
train,radiopaedia_29_86490_1.nii.gz,19,630,630,64230,0.1618291761148904,447,276,38764,64230,0.5206205621979005,38764,25466
train,radiopaedia_29_86490_1.nii.gz,20,630,630,66519,0.16759637188208618,443,274,38802,66519,0.5480137087826201,38801,27718
train,radiopaedia_29_86490_1.nii.gz,21,630,630,66800,0.16830435878054925,438,269,38661,66800,0.5669569350327871,38644,28156
train,radiopaedia_29_86490_1.nii.gz,22,630,630,66449,0.16742000503905266,436,267,37842,66449,0.5708088513162664,37811,28638
train,radiopaedia_29_86490_1.nii.gz,23,630,630,67979,0.17127488032249938,434,265,37429,67979,0.5910703417042773,37353,30626
train,radiopaedia_29_86490_1.nii.gz,24,630,630,66475,0.16748551272360795,430,261,36164,66475,0.592310433925044,36085,30390
train,radiopaedia_29_86490_1.nii.gz,25,630,630,63200,0.15923406399596876,424,250,33249,63200,0.5962264150887149,33194,30006
train,radiopaedia_29_86490_1.nii.gz,26,630,630,61353,0.15458049886621314,421,240,32221,61353,0.6072149643645367,32184,29169
train,radiopaedia_29_86490_1.nii.gz,27,630,630,55742,0.14044343663391282,412,235,30231,55742,0.5757281553338595,30226,25516
train,radiopaedia_29_86490_1.nii.gz,28,630,630,53105,0.1337994457042076,401,229,28314,53105,0.5783031504145935,28314,24791
train,radiopaedia_29_86490_1.nii.gz,29,630,630,49261,0.12411438649533887,394,215,26367,49261,0.5815252036290696,26367,22894
train,radiopaedia_29_86490_1.nii.gz,30,630,630,44704,0.11263290501385739,377,208,24395,44704,0.5700877371892206,24395,20309
train,radiopaedia_29_86490_1.nii.gz,31,630,630,38428,0.09682035777273873,363,198,21912,38428,0.53465787349341,21912,16516
train,radiopaedia_29_86490_1.nii.gz,32,630,630,33379,0.08409926933736457,341,178,18970,33379,0.5499192724546127,18970,14409
train,radiopaedia_29_86490_1.nii.gz,33,630,630,25817,0.06504661123708742,323,147,14502,25817,0.5437332827753474,14496,11321
train,radiopaedia_29_86490_1.nii.gz,34,630,630,20179,0.05084152179390275,299,130,11468,20179,0.5191407254818847,11429,8750
train,radiopaedia_29_86490_1.nii.gz,35,630,630,14701,0.037039556563366084,272,112,8652,14701,0.4825695903202938,8622,6079
train,radiopaedia_29_86490_1.nii.gz,36,630,630,9127,0.022995716805240613,238,93,5868,9127,0.4123520375705994,5859,3268
train,radiopaedia_29_86490_1.nii.gz,37,630,630,4801,0.012096245905769715,207,66,3646,4801,0.3514126774739121,3646,1155
train,coronacases_005.nii.gz,36,512,512,14594,0.05567169189453125,406,239,7819,14594,0.1504008904079972,6775,7819
train,coronacases_005.nii.gz,37,512,512,15558,0.05934906005859375,406,243,8201,15558,0.15769628413146733,7357,8201
train,coronacases_005.nii.gz,38,512,512,16084,0.0613555908203125,406,244,8280,16084,0.1623596866655661,7804,8280
train,coronacases_005.nii.gz,39,512,512,17571,0.06702804565429688,406,242,9205,17571,0.1788360542260836,8366,9205
train,coronacases_005.nii.gz,40,512,512,19173,0.07313919067382812,405,244,10287,19173,0.19401942926336754,8886,10287
